signal_date,trade_date,strategy_id,code,side,shares,sim_price,fee,tax,status,reason,real_price
2022-01-28,2022-02-07,s1_dividend@v2,sh601169,buy,1600,4.54,5.0,0.0,filled,红利质量:买入北京银行(股息率6.7%第3/7·ROE10.1%·低波·综合第1/7)[单票上限15%削仓],
2022-01-28,2022-02-07,s1_dividend@v2,sh601988,buy,2400,3.11,5.0,0.0,filled,红利质量:买入中国银行(股息率6.4%第4/7·ROE9.9%·低波·综合第2/7)[单票上限15%削仓],
2022-01-28,2022-02-07,s1_dividend@v2,sh601288,buy,2500,2.98,5.0,0.0,filled,红利质量:买入农业银行(股息率6.3%第5/7·ROE10.4%·低波·综合第3/7)[单票上限15%削仓],
2022-01-28,2022-02-07,s1_dividend@v2,sh601328,buy,1500,4.8,5.0,0.0,filled,红利质量:买入交通银行(股息率6.7%第2/7·ROE9.4%·低波·综合第4/7)[单票上限15%削仓],
2022-01-28,2022-02-07,s1_dividend@v2,sh601006,buy,1100,6.63,5.0,0.0,filled,红利质量:买入大秦铁路(股息率7.3%第1/7·ROE9.3%·低波·综合第5/7)[单票上限15%削仓],
2022-01-28,2022-02-07,s1_dividend@v2,sh601398,buy,1600,4.7,5.0,0.0,filled,红利质量:买入工商银行(股息率5.7%第6/7·ROE11.3%·低波·综合第6/7)[单票上限15%削仓],
2022-02-28,2022-03-01,s1_dividend@v2,sh601006,sell,1100,6.78,5.0,3.73,filled,"红利质量:大秦铁路波动率升高、掉出低波区,卖出",
2022-02-28,2022-03-01,s1_dividend@v2,sh601229,buy,1000,7.0,5.0,0.0,filled,红利质量:买入上海银行(股息率5.7%第5/7·ROE11.4%·低波·综合第5/7)[单票上限15%削仓],
2022-03-31,2022-04-01,s1_dividend@v2,sh601328,sell,1500,5.08,5.0,3.81,filled,"红利质量调仓:交通银行综合排名第7/7掉出前6,卖出",
2022-03-31,2022-04-01,s1_dividend@v2,sh601818,buy,2300,3.29,5.0,0.0,filled,红利质量:买入光大银行(股息率6.4%第2/7·ROE9.3%·低波·综合第6/7)[单票上限15%削仓],
2022-06-30,2022-07-01,s1_dividend@v2,sh601988,sell,2400,3.26,5.0,3.91,filled,"红利质量:中国银行不再满足股息率≥4%/连续分红/ROE≥8%门槛,卖出",
2022-06-30,2022-07-01,s1_dividend@v2,sh601288,sell,2500,3.02,5.0,3.78,filled,"红利质量:农业银行不再满足股息率≥4%/连续分红/ROE≥8%门槛,卖出",
2022-06-30,2022-07-01,s1_dividend@v2,sh601077,buy,2000,3.71,5.0,0.0,filled,红利质量:买入渝农商行(股息率6.8%第2/7·ROE9.7%·低波·综合第1/7)[单票上限15%削仓],
2022-06-30,2022-07-01,s1_dividend@v2,sh601939,buy,1200,6.08,5.0,0.0,filled,红利质量:买入建设银行(股息率5.4%第7/7·ROE12.2%·低波·综合第6/7)[单票上限15%削仓],
2022-07-08,2022-07-11,s1_dividend@v2,sh601229,sell,1000,6.09,5.0,3.05,filled,止损(浮亏-13.1%>12%),
2022-07-29,2022-08-01,s1_dividend@v2,sh601077,sell,2000,3.57,5.0,3.57,filled,"红利质量调仓:渝农商行综合排名第8/11掉出前6,卖出",
2022-07-29,2022-08-01,s1_dividend@v2,sh601939,sell,1200,5.56,5.0,3.34,filled,"红利质量调仓:建设银行综合排名第9/11掉出前6,卖出",
2022-07-29,2022-08-01,s1_dividend@v2,sh601818,sell,2300,2.89,5.0,3.32,filled,"红利质量调仓:光大银行综合排名第10/11掉出前6,卖出",
2022-07-29,2022-08-01,s1_dividend@v2,sh601288,buy,2600,2.84,5.0,0.0,filled,红利质量:买入农业银行(股息率7.3%第4/11·ROE10.4%·低波·综合第1/11)[单票上限15%削仓],
2022-07-29,2022-08-01,s1_dividend@v2,sh601988,buy,2400,3.05,5.0,0.0,filled,红利质量:买入中国银行(股息率7.2%第5/11·ROE10.2%·低波·综合第2/11)[单票上限15%削仓],
2022-07-29,2022-08-01,s1_dividend@v2,sh601006,buy,1200,6.05,5.0,0.0,filled,红利质量:买入大秦铁路(股息率7.9%第1/11·ROE9.9%·低波·综合第5/11)[单票上限15%削仓],
2022-07-29,2022-08-01,s1_dividend@v2,sh601229,buy,1200,5.97,5.0,0.0,filled,红利质量:买入上海银行(股息率6.7%第8/11·ROE11.1%·低波·综合第6/11)[单票上限15%削仓],
2022-08-31,2022-09-01,s1_dividend@v2,sh601006,sell,1200,6.46,5.0,3.88,filled,"红利质量调仓:大秦铁路综合排名第7/11掉出前6,卖出",
2022-08-31,2022-09-01,s1_dividend@v2,sh601328,buy,1600,4.58,5.0,0.0,filled,红利质量:买入交通银行(股息率7.8%第1/11·ROE9.6%·低波·综合第5/11)[单票上限15%削仓],
